id,title,subtitle,authors,language,genre,published_date,page_count
3185,On Secret Service,,John Jakes,en,Historical | Historical Fiction | Fiction | Military History | Civil War | Historical | Novels | War | North American Hi... | American History | Adult | American History | American Civil War | Spy Thriller | Espionage,2001,462.0
3186,Countdown,,Iris Johansen,en,Mystery | Fiction | Suspense | Thriller | Thriller | Mystery Thriller | Romance | Romance | Romantic Suspense | Mystery | Crime | Contemporary | Audiobook,2005,403.0
3187,Countdown,,David Hagberg | Iris Johansen | Wendell Hyde,en,Mystery | Fiction | Suspense | Thriller | Thriller | Mystery Thriller | Romance | Romance | Romantic Suspense | Mystery | Crime | Contemporary | Audiobook,nan,106.0
3188,The Face of Deception,,Iris Johansen,en,,1999,326.0
3189,Final Target,,Iris Johansen,en,Romance | Suspense | Fiction | Thriller | Romance | Romantic Suspense | Thriller | Mystery Thriller | Mystery | Mystery | Crime | Fantasy | Paranormal | Romance | Contemporary Romance,2002,387.0
3190,The Search,,Iris Johansen,en,Mystery | Fiction | Thriller | Suspense | Romance | Thriller | Mystery Thriller | Romance | Romantic Suspense | Mystery | Crime | Contemporary | Adult,2001,311.0
3191,Body of Lies,,Iris Johansen,en,Mystery | Fiction | Suspense | Thriller | Thriller | Mystery Thriller | Romance | Mystery | Crime | Romance | Romantic Suspense | Contemporary | Adult,2002,340.0
3192,Summertime Death,,Mons Kallentoft,en,Mystery | Crime | Mystery | Thriller | Fiction | Cultural | Sweden | European Literature | Scandinavian Literature | European Literature | Swedish Literature | Scandinavian Lite... | Nordic Noir | Suspense | Thriller | Mystery Thriller,2012,496.0
3193,Crossroads of Twilight,,Robert Jordan,en,Fantasy | Fiction | Fantasy | Epic Fantasy | Fantasy | High Fantasy | Science Fiction Fantasy | Epic | Audiobook | Adventure | Fantasy | Magic | Adult,2003,817.0
3194,Towers of Midnight,,Robert Jordan | Brandon Sanderson,en,Fantasy | Fiction | Fantasy | Epic Fantasy | Fantasy | High Fantasy | Science Fiction Fantasy | Epic | Audiobook | Adventure | Fantasy | Magic | Young Adult,2011,959.0
3195,Walking on Air,,Christina Jones,en,Womens Fiction | Chick Lit | Romance,2000,581.0
3196,The Cowboy,,Joan Johnston,en,Romance | Romance | Contemporary Romance | Westerns | Romance | Western Romance | Contemporary | Adult | Fiction | Romance | Historical Romance | Womens Fiction | Chick Lit | Family,2000,389.0
3197,Hawk's Way Bachelors,,Joan Johnston,en,,2001,411.0
3198,Cain,,James Byron Huggins,en,Horror | Fiction | Thriller | Action | Christian Fiction | Science Fiction | Christian | Fantasy | Supernatural | Fantasy | Adventure,1998,511.0
3199,The Twins,,Saskia Sarginson,en,Fiction | Contemporary | Mystery | Drama | Thriller | Adult | Family | Suspense | Romance | Thriller | Mystery Thriller,2013,354.0
3200,The Truth,,Peter James,en,Fiction | Horror | Thriller | Mystery | Crime | Suspense | Mystery,2003,422.0
3201,Skull Beneath the Skin,,P. D. James,en,Mystery | Fiction | Mystery | Crime | Thriller | Mystery Thriller | Mystery | Detective | European Literature | British Literature | Thriller | Audiobook | Mystery | Murder Mystery | Suspense,1987,416.0
3202,Winter Rain,,Terry C. Johnston,en,Westerns | Historical | Historical Fiction | Historical | Fiction,1994,560.0
3203,A Sight for Sore Eyes,,Ruth Rendell,en,Mystery | Mystery | Crime | Fiction | Thriller | Thriller | Mystery Thriller | Suspense | European Literature | British Literature | Novels | Thriller | Psychological Thriller | Audiobook,1999,417.0
3204,Silk,,Rupert James,en,Womens Fiction | Chick Lit,2010,585.0
3205,A Breath of Fresh Air,,Erica James,en,Fiction | Romance | Womens Fiction | Chick Lit | Contemporary | European Literature | British Literature,2001,297.0
3206,A God in Ruins,,Kate Atkinson,en,Fiction | Historical | Historical Fiction | Historical | War | Literary Fiction | Audiobook | War | World War II | European Literature | British Literature | Adult | Contemporary,2015,560.0
3207,Facing the Light,,Adele Geras,en,,2003,512.0
3208,The Holiday,,Erica James,en,Womens Fiction | Chick Lit | Romance | Fiction | Contemporary | Womens Fiction | Roman | Cultural | Greece,2001,520.0
3209,The Missing Person's Guide to Love,,Susanna Jones,en,Fiction | Novels | Thriller,2007,277.0
3210,Airs and Graces,,Erica James,en,,1999,383.0
3211,Tell It to the Skies,,Erica James,en,Fiction | Romance | Womens Fiction | Chick Lit | Roman | Cultural | Italy | Contemporary | Novels | Womens Fiction | Audiobook | Drama,2008,394.0
3212,Under The Boardwalk,A Dazzling Collection Of All New Summertime Love Stories,Linda Howard | Geralyn Dawson | Jillian Hunter | Miranda Jarrett | Mariah Stewart,en,Romance | Anthologies | Romance | Contemporary Romance | Romance | Historical Romance | Contemporary | Fiction | Romance | M F Romance,1999,480.0
3213,Fatal Reaction,A Novel,Gini Hartzmark,en,,1998,352.0
3214,Shadow Hunter,,Geoffrey Archer,en,Thriller | Fiction,1990,317.0
3215,Riddle of the Seven Realms,,Lyndon Hardy,en,Fantasy | Fiction | Fantasy | High Fantasy | Science Fiction Fantasy | Science Fiction | Fantasy | Epic Fantasy | Fantasy | Magic,1989,403.0
3216,Such a Perfect Sister,,Donna Hay,en,Womens Fiction | Chick Lit,2003,344.0
3217,Die in Plain Sight,,Elizabeth Lowell,en,Romance | Romance | Romantic Suspense | Mystery | Suspense | Fiction | Contemporary | Romance | Contemporary Romance | Thriller | Thriller | Mystery Thriller | Art,2004,545.0
3218,Firebreak,,Richard Herman,en,Fiction | War | Military Fiction | Thriller,1999,464.0
3219,Duncton Rising,,William Horwood,en,Fantasy | Fiction | Animals | European Literature | British Literature | Science Fiction Fantasy | Animals | Animal Fiction,1992,636.0
3220,On Beulah Height,,Reginald Hill,en,Mystery | Mystery | Crime | Fiction | European Literature | British Literature | Mystery | Detective | Thriller | Thriller | Mystery Thriller | Suspense | Emergency Services | Police | Audiobook,1998,439.0
3221,Love Lessons,,Cheryl Holt,en,Romance | Historical Romance | Romance | Historical | Romance | Erotic Romance | Historical | Regency | Historical Romance | Regency Romance | Fiction | Romance | M F Romance | Adult | Adult Fiction | Erotica,2001,368.0
3222,Virus,And Flood : Two Novels,Diane Hoh,en,Young Adult | Medical,2005,547.0
3223,It's Not about the Bike,My Journey Back to Life,Lance Armstrong,en,Nonfiction | Sports | Sports | Sports | Cycling | Autobiography | Memoir | Biography | Autobiography | Biography | Biography Memoir | Inspirational | Health | Adventure | Survival,2002,289.0
3224,The Usurper's Crown,,Sarah Zettel,en,Fantasy | Fiction | Science Fiction Fantasy | Romance,2004,640.0
3225,The Firebird's Vengeance,,Sarah Zettel,en,Fantasy | Fiction | Science Fiction Fantasy | Science Fiction | Adult | Fantasy | High Fantasy | Fantasy | Epic Fantasy,2004,512.0
3226,The Jewels of Tessa Kent,,Judith Krantz,en,Romance | Fiction | Womens Fiction | Chick Lit | Adult Fiction | Contemporary | Romance | Contemporary Romance | Adult | Family | Novels | Own,1999,469.0
3227,Nocturne,,Graham Hurley,en,Fiction | Mystery | Crime,1999,311.0
3228,The Iron Grail,,Robert Holdstock,en,Fantasy | Fiction | Mythology | Arthurian | Fantasy | Mythology | Historical | European Literature | British Literature | Fantasy | Magic | Science Fiction | Historical Fiction | Historical Fantasy | Historical | Historical Fiction,2003,320.0
3229,A Thin Dark Line,,Tami Hoag,en,Mystery | Thriller | Fiction | Suspense | Romance | Romantic Suspense | Mystery | Crime | Romance | Thriller | Mystery Thriller | Mystery | Murder Mystery | Audiobook,1998,592.0
3230,A Cement of Blood,,Gregory Hall,en,,1998,625.0
3231,Wishful Thinking,,Melissa Hill,en,Womens Fiction | Chick Lit | Romance | Contemporary | Romance | Contemporary Romance | Fiction,2006,487.0
3232,Candyland,A Novel in Two Parts,Evan Hunter | Ed McBain,en,,2001,320.0
3233,Dianetics,The Modern Science of Mental Health,La Fayette Ron Hubbard,en,Religion | Nonfiction | Philosophy | Psychology | Self Help | Religion | Cults | Science | Spirituality | Occult | Reference,1992,696.0
3234,Puppets,,Daniel Hecht,en,Thriller | Mystery | Mystery | Crime | Fiction | Thriller | Mystery Thriller,2001,485.0
3235,Blackwater Sound,A Novel,James W. Hall,en,Mystery | Fiction | Thriller | Thriller | Mystery Thriller | Mystery | Crime,2002,368.0
3236,Finding Moon,,Tony Hillerman,en,Mystery | Fiction | Historical | Historical Fiction | Thriller | Mystery Thriller | Thriller | Westerns | War | Mystery | Crime | Audiobook | Mystery | Detective,1996,384.0
3237,Mortal Fear,,Greg Iles,en,Mystery | Thriller | Fiction | Suspense | Mystery | Crime | Thriller | Mystery Thriller | Horror | Audiobook | Thriller | Psychological Thriller | Mystery | Murder Mystery,1997,552.0
3238,Heaven and Hell,,John Jakes,en,Historical | Historical Fiction | Fiction | Military History | Civil War | Historical | War | Romance | Classics | Romance | Historical Romance | American History | American Civil War | American | Southern,1988,781.0
3239,Pleasured,,Philip Hensher,en,Fiction | European Literature | British Literature,2004,360.0
3240,The Buddha of Suburbia,,Hanif Kureishi,en,Fiction | Contemporary | European Literature | British Literature | Novels | LGBT | Young Adult | Coming Of Age | Literature | 20th Century | Cultural | India | Literature | Literary Fiction,1993,284.0
3241,Full Recovery,,Bobby Hutchinson,en,Romance | Medical,2000,298.0
3242,The Outcast,,Sadie Jones,en,Fiction | Historical | Historical Fiction | Historical | Romance | European Literature | British Literature | Young Adult | Coming Of Age | Contemporary | Adult | Book Club | Novels,2008,443.0
3243,The Shape of Ice,,Douglas Hurd,en,Thriller | Fiction,1999,376.0
3244,Catch-22,,Joseph Heller,en,Classics | Fiction | Historical | Historical Fiction | War | Humor | Literature | Novels | Literature | American | Unfinished | Historical,2011,540.0
3245,Bonaparte's Sons,,Richard Howard,en,Historical | Historical Fiction | Historical,1998,374.0
3246,When Morning Comes,,Audrey Howard,en,Romance | Historical Romance,1999,536.0
3247,The Light Years,,Elizabeth Jane Howard,en,Historical | Historical Fiction | Fiction | Historical | European Literature | British Literature | Classics | War | World War II | Literature | 20th Century | Family | War | Novels,1990,418.0
3248,Pale Horse Coming,,Stephen Hunter,en,Fiction | Thriller | Mystery | Mystery | Crime | Action | Suspense | Historical | Historical Fiction | Novels | Historical | Adventure,2003,568.0
3249,Third Degree,,Greg Iles,en,Fiction | Thriller | Mystery | Suspense | Thriller | Mystery Thriller | Mystery | Crime | Audiobook | Adult | Adventure | Family,2008,385.0
3250,Final Argument,A Novel,Clifford Irving,en,Fiction | Mystery | Thriller | Legal Thriller | Mystery | Crime | Thriller | Mystery Thriller | Thriller,1994,412.0
3251,Assassin,,Shaun Hutson,en,Horror | Thriller | Pulp | Mystery | Crime | Fiction,1993,320.0
3252,Victims,,Shaun Hutson,en,Horror | Fiction,1988,288.0
3253,The Europa Conspiracy,,Tim F. LaHaye | Bob Phillips,en,Christian Fiction | Christian | Fiction | Thriller | Suspense | Adventure | Religion | Mystery | Novels | Action,2007,400.0
3254,Kate's Story,,Billy Hopkins,en,Nonfiction | Biography,2002,433.0
3255,The quiet game,,Greg Iles,en,,2000,720.0
3256,A Sense of Belonging,,Erica James,en,Fiction | Womens Fiction | Chick Lit | Romance | Roman | Womens Fiction,1998,514.0
3257,Guilty as Sin,,Tami Hoag,en,Mystery | Thriller | Suspense | Fiction | Mystery | Crime | Romance | Romantic Suspense | Thriller | Mystery Thriller | Romance | Mystery | Murder Mystery | Contemporary,1997,557.0
3258,消失的地平线,,James Hilton,en,Fiction | Classics | Fantasy | Adventure | Historical | Historical Fiction | Literature | Travel | Novels | Cultural | Asia | Science Fiction,2006,351.0
3259,A Spot of Bother,,Mark Haddon,en,Fiction | Contemporary | Humor | European Literature | British Literature | Novels | Family | Literature | Adult Fiction | Drama | Literary Fiction,2007,512.0
3260,Detective,A Novel,Arthur Hailey,en,Fiction | Thriller | Mystery | Mystery | Crime | Mystery | Detective | Suspense | Novels | Thriller | Mystery Thriller | The United States Of America | Adventure,1998,595.0
3261,The Calvary Road,,Roy Hession,en,Christian | Christian | Christian Living | Religion | Christianity | Religion | Theology | Nonfiction | Religion | Faith | Spirituality | Religion | Inspirational | Christian | Christian Non Fiction,2011,131.0
3262,Potomac Fever,,Henry Horrock,en,Fiction,2000,352.0
3263,Fly Away Home,,Marge Piercy,en,Fiction | Feminism | Contemporary | Novels | The United States Of America | Literary Fiction | Womens,1985,423.0
3264,A Game for Heroes,,Harry Patterson | Jack Higgins,en,Thriller | Fiction | Action | War | World War II | Suspense | War | Mystery | Spy Thriller | Espionage | Adventure | Historical | Historical Fiction,1998,224.0
3265,The Keys of Hell,,Jack Higgins,en,Thriller | Fiction | Action | Spy Thriller | Espionage | Suspense | Thriller | Mystery Thriller | Thriller | Spy Thriller,2001,264.0
3266,In the Hour Before Midnight,A Thriller,Jack Higgins,en,Thriller | Fiction | Mystery | Adventure | Action | Suspense | Adult Fiction,2000,304.0
3267,My Sister the Moon,,Sue Harrison,en,Historical | Historical Fiction | Fiction | Historical | Historical Fiction | Prehistoric | Fantasy | History | Prehistory | Adventure | Romance | Historical Romance | Adult | Novels,1995,416.0
3268,The Eagle Has Flown,,Jack Higgins,en,Fiction | Thriller | Historical | Historical Fiction | War | Spy Thriller | Espionage | Adventure | Action | War | World War II | Historical | Thriller | Spy Thriller,1991,340.0
3269,Thunder Point,,Jack Higgins,en,Thriller | Fiction | Adventure | Action | Mystery | Suspense | Spy Thriller | Espionage | Historical | Historical Fiction | Thriller | Spy Thriller | Mystery | Crime,1994,361.0
3270,Edge of Danger,,Jack Higgins,en,Fiction | Thriller | Mystery | Action | Adventure | Suspense | Thriller | Spy Thriller | Spy Thriller | Espionage | War | Terrorism | Modern,2002,320.0
3271,Flight of Eagles,,Jack Higgins,en,Fiction | Thriller | Historical | Historical Fiction | Spy Thriller | Espionage | Action | War | Military Fiction | War | Adventure | Suspense | War | World War II,1999,320.0
3272,Hot Springs,,Stephen Hunter,en,Fiction | Thriller | Mystery | Crime | Action | Mystery | Historical | Historical Fiction | Thriller | Mystery Thriller | Suspense | Historical | Adventure,2000,544.0
3273,Eye of the Storm,,Harry Patterson | Jack Higgins,en,Thriller | Fiction | Action | Mystery | Spy Thriller | Espionage | Adventure | Suspense | Mystery | Crime | Thriller | Spy Thriller | Historical | Historical Fiction,1993,276.0
3274,The Dragon King's Palace,A Novel,Laura Joh Rowland,en,Mystery | Historical | Historical Fiction | Cultural | Japan | Fiction | Mystery | Historical Mystery | Historical | Mystery | Crime | Cultural | Asia | Thriller | Mystery Thriller | Mystery | Detective,2004,384.0
3275,High Water,,Lynn Hightower,en,Mystery | Fiction,2003,384.0
3276,Distant Images,,Audrey Howard,en,Romance | Historical Romance | Historical | Fiction,2005,475.0
3277,Pistols for Two,,Georgette Heyer,en,Romance | Historical | Historical Fiction | Historical | Regency | Short Stories | Romance | Historical Romance | Historical | Fiction | Historical Romance | Regency Romance | Anthologies | Classics,2005,205.0
3278,Olivia Joules and the Overactive Imagination,,Helen Fielding,en,Womens Fiction | Chick Lit | Fiction | Romance | Humor | Mystery | Contemporary | European Literature | British Literature | Adult Fiction | Adventure | Audiobook,2004,352.0
3279,The Line of Beauty,,Alan Hollinghurst,en,Fiction | LGBT | LGBT | Queer | LGBT | Gay | Literary Fiction | European Literature | British Literature | Historical | Historical Fiction | Contemporary | Novels | Literature,2004,501.0
3280,The First Eagle,,Tony Hillerman,en,Mystery | Fiction | Mystery | Crime | Thriller | Mystery Thriller | Westerns | Mystery | Detective | Native Americans | Audiobook | Asian Literature | Indian Literature | Historical | Historical Fiction,1999,278.0
3281,Arms and the Women,An Elliad,Reginald Hill,en,Mystery | Mystery | Crime | Fiction | Mystery | Detective | European Literature | British Literature | Suspense | Thriller,2000,485.0
3282,Dust to Dust,,Tami Hoag,en,Mystery | Thriller | Suspense | Fiction | Mystery | Crime | Thriller | Mystery Thriller | Romance | Romantic Suspense | Romance | Mystery | Detective | Audiobook,2000,419.0
3283,Love Against All Odds,,Rosie Harris,en,Historical | Fiction,2008,420.0
3284,A Pinch of Snuff,A Dalziel and Pascoe Novel,Reginald Hill,en,Mystery | Mystery | Crime | Fiction | European Literature | British Literature | Mystery | Detective | Historical | Historical Fiction | Audiobook | Thriller | Mystery Thriller | Mystery | Murder Mystery | Emergency Services | Police,1987,287.0
3285,Guilty as Sin,,Tami Hoag,en,Mystery | Thriller | Suspense | Fiction | Mystery | Crime | Romance | Romantic Suspense | Thriller | Mystery Thriller | Romance | Mystery | Murder Mystery | Contemporary,1997,590.0
3286,Glamorous Powers,,Susan Howatch,en,Fiction | Historical | Historical Fiction | Religion | Christian | Novels | Christian Fiction | European Literature | British Literature | Spirituality | Historical | Literature | 20th Century,1996,517.0
3287,Grievous Angel,,Jane Hill,en,Mystery | Crime | Fiction | Thriller,2006,391.0
3288,The President's Assassin,,Brian Haig,en,Fiction | Thriller | Mystery | Thriller | Mystery Thriller | Suspense | Adventure | Politics | Action | War | Military Fiction | Mystery | Detective,2006,464.0
3289,Lucky's Lady,,Tami Hoag,en,Romance | Romance | Romantic Suspense | Mystery | Suspense | Fiction | Romance | Contemporary Romance | Contemporary | Thriller | Thriller | Mystery Thriller | Mystery | Crime,2004,368.0
3290,Guilty as Sin,,Tami Hoag,en,Mystery | Thriller | Suspense | Fiction | Mystery | Crime | Romance | Romantic Suspense | Thriller | Mystery Thriller | Romance | Mystery | Murder Mystery | Contemporary,1997,576.0
3291,Baby Come Back,,Maeve Haran,en,Womens Fiction | Chick Lit | Fiction | Romance,2001,375.0
3292,An Eligible Bachelor,,Veronica Henry,en,Womens Fiction | Chick Lit | Romance | Fiction | Adult Fiction | Romance | Contemporary Romance,2005,490.0
3293,Dream Diary,,A. J. West,en,,2004,304.0
3294,Stella Makes Good,,Lisa Heidke,en,Womens Fiction | Chick Lit | Womens Fiction | Contemporary,2013,312.0
3295,Lighthousekeeping,,Jeanette Winterson,en,Fiction | Womens Fiction | Chick Lit | Contemporary | Marriage | Adult Fiction | Drama | Novels | Family | Adult | Audiobook,2004,232.0
3296,Mrs Kimble,,Jennifer Haigh,en,Fiction | Womens Fiction | Chick Lit | Contemporary | Marriage | Adult Fiction | Drama | Novels | Family | Adult | Audiobook,2004,394.0
3297,Zwischen dir und mir das Meer,,Katharina Herzog,de,Romance | Roman,2018,352.0
3298,Langennut mies,,Tony Hillerman | Ilkka Rekiaro,fi,Mystery | Fiction | Mystery | Crime | Westerns | Thriller | Mystery Thriller | Mystery | Detective | Native Americans | Audiobook | Literature | American | Thriller,1998,236.0
3299,Empress of the Splendid Season,,Oscar Hijuelos,en,Fiction | Historical | Historical Fiction | New York | Contemporary | Novels,2000,352.0
3300,Slipping Into Shadow,,Craig Thomas,en,Thriller,2000,471.0
3301,Love Me 'Til Dawn,,Phoebe Conn,en,,1992,479.0
3302,Night Sins,,Tami Hoag,en,Mystery | Suspense | Fiction | Thriller | Mystery | Crime | Romance | Romantic Suspense | Thriller | Mystery Thriller | Romance | Contemporary | Mystery | Murder Mystery,1996,540.0
3303,Users,,Joyce Haber,en,,1988,421.0
3304,Deeper Than the Dead,,Tami Hoag,en,Mystery | Thriller | Fiction | Suspense | Mystery | Crime | Thriller | Mystery Thriller | Audiobook | Romance | Romantic Suspense | Romance | Adult,2010,560.0
3305,Plainsong,,Kent Haruf,en,Fiction | Literary Fiction | Contemporary | Novels | Literature | Adult Fiction | Book Club | Adult | Family | Literature | American,2000,301.0
3306,Sudden Unprovided Death,,Stan Hey,en,,1996,247.0
3307,The Inadequate Adept,,Simon Hawke,en,Fantasy | Humor | Fiction,1993,216.0
3308,The Dracula Caper,,Simon Hawke,en,Science Fiction | Science Fiction | Time Travel | Fantasy | Fiction | Paranormal | Vampires | Adventure,1990,212.0
3309,The Linnet Bird,,Linda Holeman,en,Historical | Historical Fiction | Fiction | Cultural | India | Historical | Literature | 19th Century | Romance | Adult Fiction | Novels | European Literature | British Literature | Romance | Historical Romance,2004,512.0
3310,Bodies Electric,A Novel,Colin Harrison,en,Thriller | Fiction | Mystery | Thriller | Mystery Thriller,2002,384.0
3311,The Treatment,,Mo Hayder,en,Thriller | Mystery | Mystery | Crime | Fiction | Horror | Thriller | Mystery Thriller | Suspense | European Literature | British Literature | Mystery | Detective | Audiobook,2002,478.0
3312,Mister Candid,,Jules Hardy,en,Mystery | Crime | Mystery | Fiction | Thriller,2003,416.0
3313,Distant Shores,,Kristin Hannah,en,Fiction | Womens Fiction | Chick Lit | Romance | Contemporary | Womens Fiction | Adult | Drama | Family | Adult Fiction | Marriage,2003,416.0
3314,The Yom Kippur Murder,,Lee Harris,en,Mystery | Mystery | Cozy Mystery | Thriller | Mystery Thriller | Mystery | Crime,1992,209.0
3315,The St. Patrick's Day Murder,,Lee Harris,en,Mystery | Mystery | Cozy Mystery,1994,212.0
3316,The Christmas Night Murder,,Lee Harris,en,Mystery | Holiday | Christmas | Holiday | Mystery | Cozy Mystery | Thriller | Mystery Thriller,1994,215.0
3317,The Christening Day Murder,,Lee Harris,en,Mystery | Mystery | Cozy Mystery,1993,224.0
3318,Moonlight and Lovesongs,,Lilian Harry,en,Historical | Historical Fiction,1997,437.0
3319,Keep Smiling Through,,Lilian Harry,en,Historical | Historical Fiction,1996,480.0
3320,Love and Laughter,,Lilian Harry,en,Fiction | Historical | Historical Fiction | War | World War II,1999,
3321,Nightrider,,Sheila Holligon,en,,1995,319.0
3322,Seduced by Moonlight,,Laurell K. Hamilton,en,Fantasy | Fantasy | Urban Fantasy | Fantasy | Paranormal | Romance | Romance | Paranormal Romance | Fairies | Fae | Fiction | Adult Fiction | Erotica | Fantasy | Supernatural | Fantasy | Magic,2004,409.0
3323,Incubus Dreams,,Laurell K. Hamilton,en,Fantasy | Urban Fantasy | Paranormal | Vampires | Fantasy | Paranormal | Fantasy | Romance | Romance | Paranormal Romance | Horror | Fiction | Fantasy | Supernatural | Adult Fiction | Erotica,2004,736.0
3324,Not a Day Goes by,,E. Lynn Harris,en,Fiction | Cultural | African American | Romance | LGBT | Romance | M M Romance | Novels | Cultural | Drama,2001,288.0
3325,Covenant with Death,,John Harris,en,Historical | Historical Fiction | Fiction | War | War | World War I | Classics | European Literature | British Literature | Historical | Unfinished | War | Military Fiction,1994,511.0
3326,Dorothy's War,,Ruth Hamilton,en,,2006,457.0
3327,Do it Again,,Martyn Harris,en,,1990,219.0
3328,Still Waters,,Tami Hoag,en,Mystery | Suspense | Fiction | Thriller | Romance | Romantic Suspense | Romance | Thriller | Mystery Thriller | Mystery | Crime | Contemporary | Mystery | Murder Mystery,1992,449.0
3329,The Book of Ruth,,Jane Hamilton,en,Fiction | Historical | Historical Fiction | Contemporary | Adult Fiction | Novels | Literary Fiction | Adult | Book Club | Womens | Literature,1990,328.0
3330,How to Wean a Compact,And Other Ozark Goodies,Paul Flowers,en,Fiction | Historical | Historical Fiction | Contemporary | Adult Fiction | Novels | Literary Fiction | Adult | Book Club | Womens | Literature,1975,46.0
3331,The Tie that Binds,A Novel,Kent Haruf,en,Fiction | Historical | Historical Fiction | Literary Fiction | Literature | Contemporary | Adult Fiction | Novels | Family | The United States Of America | Historical,1984,246.0
3332,Coastliners,,Joanne Harris,en,Fiction | Romance | Contemporary | Cultural | France | Novels | Drama | Adult Fiction | Literary Fiction | Womens Fiction | Chick Lit | Literature,2002,395.0
3333,Hurting Distance,,Sophie Hannah,en,Mystery | Fiction | Thriller | Mystery | Crime | Suspense | Thriller | Mystery Thriller | Thriller | Psychological Thriller | European Literature | British Literature | Contemporary | Mystery | Detective,2007,409.0
3334,Curtains,,Katy Hayes,en,Fiction,2002,
3335,Me & Emma,,Elizabeth Flock,en,Fiction | Contemporary | Womens Fiction | Chick Lit | Sociology | Abuse | Family | Drama | Adult Fiction | Adult | Psychology | Book Club,2005,299.0
3336,Five Quarters of the Orange,,Joanne Harris,en,Fiction | Historical | Historical Fiction | Cultural | France | Historical | Food and Drink | Food | War | World War II | War | Contemporary | Book Club | Mystery,2002,362.0
3337,Spanky,,Christopher Fowler | Erica van Rijsewijk,nl,,1995,318.0
3338,Kind van de rekening,roman,Didier Van Cauwelaert | Rosalie Siblesz,nl,,1999,230.0
3339,Het hemelse gerecht & Ontaarde moeders,,Renate Dorrestein,nl,,2001,416.0
3340,Lijfelijkheid,,Elisabeth Barillé | Inge Keizer,nl,,1991,184.0
3341,Berichten uit Maanzaad Stad,,Abdelkader Benali,nl,,2001,136.0
3342,De wraak van Vondel / druk 1,,Frank van Pamelen,nl,Thriller | Mystery | Historical | Historical Fiction,2015,
3343,Strijders van de steppe,een Russische reis,Philip Marsden-Smedley | Suzan de Wilde,nl,,1999,253.0
3344,Het boek van Joe,,Jonathan Tropper | Daniëlle Stensen-Alders,nl,Fiction | Humor | Contemporary | Adult Fiction | Novels | Book Club | Family | Literary Fiction | Audiobook | Adult,2008,318.0
3345,Swagbelly,het verhaal van een pornograaf,David Levien | Gerda G. Baardman,nl,,2003,207.0
3346,Donderdagskind,,Alison Pick | Gerda G. Baardman | Onno Voorhoeve,nl,Historical | Historical Fiction | Fiction | War | World War II | World War II | Holocaust | Cultural | Canada | Historical | War | Literature | Jewish | Literary Fiction | European Literature | Czech Literature,2011,302.0
3347,De toegift,,Carry Slee,nl,Roman | Fiction,2006,221.0
3348,Sightseeing,,Rattawut Lapcharoensap | Dennis Keesmaat,nl,Short Stories | Fiction | Cultural | Asia | Travel | Literature | Asian Literature | Literary Fiction | Contemporary | Literature | Literature | 21st Century | Literature | American,2005,207.0
3349,Jabbe en het geheim van het knokkelrijm,,Frank Vester | Hellen den Boon,nl,,2011,299.0
3350,De Ya-Ya zusters in de bloei van hun leven,,Rebecca Wells | G.J.F. Schermer-Lodema,nl,,2005,288.0
3351,Bang! / druk 1,,Youp van 't Hek,nl,Nonfiction | Humor,2015,176.0
3352,Betrapt!,,Marian Keyes | Parma van Loon,nl,Womens Fiction | Chick Lit | Fiction | Romance | Contemporary | Cultural | Ireland | Humor | Womens Fiction | European Literature | Irish Literature | Adult | Adult Fiction,2005,476.0
3353,Nieuw optimisme,,Jan Marijnissen,nl,,2003,140.0
3354,De luxe van tijd,,Jane Tomlinson | Mike Tomlinson | Yvonne Kloosterman,nl,Nonfiction | Autobiography | Memoir | Biography | Biography | Autobiography,2005,383.0
3355,Wegwezen!,,Sheila O'Flanagan | Cherie van Gelder,nl,Womens Fiction | Chick Lit | Fiction | Cultural | Ireland | Contemporary | Womens Fiction | European Literature | Irish Literature,2005,399.0
3356,Vergeetboek,,Douwe Draaisma,nl,Science | Psychology | Nonfiction,2010,276.0
3357,Onderstroom,,Arnaldur (Indriðason) | Adriaan Faber,nl,Mystery | Mystery | Crime | Fiction | Thriller | European Literature | Scandinavian Literature | Scandinavian Lite... | Nordic Noir | Mystery | Detective | Thriller | Mystery Thriller | Audiobook | Mystery | Noir,2011,255.0
3358,Wachten / druk 1,,Ha Jin,nl,,2000,383.0
3359,Bill & Hillary,hun huwelijk,Christopher P. Andersen | Mariëtte van Gelder,nl,,1999,367.0
3360,Het vagevuur,,Campbell Armstrong (pseud. van Campbell Black.) | Kathleen M. Rutten | Annemarie Vermulst,nl,Fiction,2006,395.0
3361,Snitch,,Margje Woodrow,nl,Young Adult | Thriller | Fiction | Academic | School,2018,
3362,De nacht trekt op,,Catherine Anne Cookson | Arjen Berghand,nl,,1992,229.0
3363,Mannen Die Vrouwen Haten,,Stieg Larsson,en,Fiction | Mystery | Thriller | Mystery | Crime | Thriller | Mystery Thriller | Suspense | Contemporary | Adult | Adult Fiction | Novels,2008,560.0
3364,Agaat / druk Heruitgave,,Marlene Van Niekerk,nl,Cultural | Africa | Fiction | Southern Africa | South Africa | Historical | Historical Fiction | Literature | African Literature | Literary Fiction | Novels | Literature | Race | Contemporary,2013,584.0
3365,Van de in hogere kringen verliefde,,Willem Brakman,nl,Cultural | Africa | Fiction | Southern Africa | South Africa | Historical | Historical Fiction | Literature | African Literature | Literary Fiction | Novels | Literature | Race | Contemporary,1990,145.0
